payment_id,invoice_id,payment_date,payment_amount,payment_method
PAY-231938,INV-159487,2021-12-15,2902130.0,Bank Transfer
PAY-689434,INV-766156,2023-03-23,232599.47,Bank Transfer
PAY-329578,INV-766156,2023-03-18,366983.73,Bank Transfer
PAY-808010,INV-700775,2023-05-01,450862.71,Credit Card
PAY-333207,INV-700775,2023-04-20,1400180.29,Credit Card
PAY-633321,INV-737291,2023-11-24,1008303.7,Cheque
PAY-975205,INV-737291,2023-12-10,129227.9,Cheque
PAY-355062,INV-578858,2024-11-05,2507429.6,Credit Card
PAY-164405,INV-158957,2020-07-01,105813.55,Cheque
PAY-858917,INV-698619,2021-10-26,237715.81,Cash
PAY-660044,INV-924868,2022-07-30,1066240.0,Bank Transfer
PAY-256715,INV-789951,2019-04-08,1091328.0,UPI
PAY-295980,INV-496364,2020-04-21,2073317.45,UPI
PAY-782456,INV-899789,2021-11-09,1179020.4,Cheque
PAY-548970,INV-701835,2020-10-21,1752186.0,Bank Transfer
PAY-875378,INV-112962,2020-03-06,2654798.92,Cash
PAY-256967,INV-112962,2020-02-11,482393.48,UPI
PAY-884225,INV-491073,2019-07-25,734282.8,Cheque
PAY-998192,INV-479886,2019-05-04,3295524.6,Cheque
PAY-265931,INV-888787,2023-02-22,676908.46,Bank Transfer
PAY-454747,INV-888787,2023-02-03,1862001.14,Cash
PAY-153883,INV-507940,2020-12-06,63241.58,Credit Card
PAY-943422,INV-507940,2020-12-14,12435.91,Credit Card
PAY-953524,INV-507940,2021-01-23,32646.51,UPI
PAY-644497,INV-585461,2022-02-15,3528484.0,Cheque
PAY-305238,INV-612162,2023-01-10,179674.0,Credit Card
PAY-724940,INV-766416,2019-05-03,27328.8,UPI
PAY-158530,INV-438820,2023-09-02,312704.0,Bank Transfer
PAY-859366,INV-251941,2022-06-26,1147112.0,Bank Transfer
PAY-216691,INV-916321,2019-07-01,411315.54,Credit Card
PAY-100531,INV-785243,2021-08-18,2206641.45,UPI
PAY-243224,INV-785243,2021-07-07,628295.55,UPI
PAY-940251,INV-700793,2019-02-26,1189190.15,Bank Transfer
PAY-409332,INV-317739,2022-07-14,1014836.0,Bank Transfer
PAY-822215,INV-630945,2023-04-15,1537991.88,Credit Card
PAY-889150,INV-119871,2023-11-27,378560.0,Cash
PAY-835263,INV-812840,2023-08-02,221181.6,UPI
PAY-324880,INV-812840,2023-07-03,66636.02,UPI
PAY-376840,INV-812840,2023-07-07,534595.38,Cash
PAY-776766,INV-579299,2023-02-10,6844.0,UPI
PAY-402985,INV-405260,2022-04-18,1022459.2,UPI
PAY-409534,INV-827289,2020-12-24,1753888.4,Cheque
PAY-564148,INV-155850,2022-01-15,1835805.0,Bank Transfer
PAY-857075,INV-262452,2020-09-26,2759585.8,Cheque
PAY-616753,INV-415605,2023-08-07,1569346.0,UPI
PAY-971240,INV-810251,2021-06-26,2313707.2,Bank Transfer
PAY-777470,INV-656127,2024-07-10,948360.61,Bank Transfer
PAY-870816,INV-514650,2020-11-13,1021915.68,Cash
PAY-186972,INV-807176,2021-07-25,183112.23,Cash
PAY-581848,INV-871670,2019-03-12,286970.0,Bank Transfer
PAY-652644,INV-483010,2024-05-12,2016781.6,Cash
PAY-849461,INV-760962,2019-06-23,911488.0,Credit Card
PAY-183711,INV-691645,2021-03-23,4218622.6,Bank Transfer
PAY-941168,INV-114906,2023-01-15,1121632.0,Credit Card
PAY-651694,INV-903159,2020-08-07,363386.07,Cheque
PAY-811050,INV-903159,2020-09-17,2280901.93,Cash
PAY-301912,INV-564420,2023-07-29,131095.0,Cash
PAY-864936,INV-176247,2019-09-22,2484886.43,Cheque
PAY-902652,INV-329420,2024-06-05,2031808.0,UPI
PAY-678661,INV-691029,2019-09-03,655039.0,Cheque
PAY-815537,INV-295424,2020-06-24,4044780.4,Cheque
PAY-450296,INV-250780,2023-08-12,2062184.4,Cheque
PAY-279691,INV-444392,2021-04-06,1281649.2,Bank Transfer
PAY-480472,INV-249321,2021-09-19,1847582.8,Cash
PAY-314986,INV-948395,2020-10-12,670909.8,Cash
PAY-687679,INV-900292,2024-12-04,240207.2,Bank Transfer
PAY-864733,INV-680885,2021-12-25,2217125.2,UPI
PAY-211812,INV-886743,2020-03-31,3401521.2,Credit Card
PAY-784261,INV-675725,2019-10-04,742480.0,UPI
PAY-219951,INV-419169,2024-03-24,2015616.0,Cheque
PAY-221118,INV-178773,2019-09-08,167548.2,Cash
PAY-634327,INV-423208,2023-09-10,642840.42,Credit Card
PAY-517335,INV-678501,2024-10-09,1185558.08,Cash
PAY-392105,INV-284384,2020-03-14,292688.88,UPI
PAY-620537,INV-937002,2022-01-14,855823.2,Cheque
PAY-761555,INV-651720,2019-06-25,142532.2,UPI
PAY-355387,INV-625646,2019-05-29,273693.2,UPI
PAY-677112,INV-187692,2020-12-18,1069464.3,Cash
PAY-774820,INV-127842,2023-06-03,2419161.88,Cash
PAY-520832,INV-398795,2022-10-09,501756.32,Credit Card
PAY-492250,INV-600804,2021-09-08,1330813.7,Bank Transfer
PAY-993408,INV-862026,2023-01-12,1519942.8,Bank Transfer
PAY-155882,INV-668950,2022-02-22,1258738.65,UPI
PAY-502026,INV-473736,2023-04-29,918315.12,Cash
PAY-412919,INV-628080,2019-11-26,128962.27,Cheque
PAY-870136,INV-303578,2022-06-10,1851082.12,Cash
PAY-770384,INV-303578,2022-08-04,2032193.88,Cheque
PAY-321591,INV-576670,2022-07-27,106772.4,Credit Card
PAY-180370,INV-576670,2022-08-03,36491.91,Credit Card
PAY-514833,INV-576670,2022-09-12,39071.69,Cash
PAY-825501,INV-288255,2022-08-05,3822183.6,Cheque
PAY-790253,INV-869727,2023-08-24,1710551.84,Cheque
PAY-944482,INV-869727,2023-09-22,543676.96,Bank Transfer
PAY-997579,INV-162415,2021-01-31,4844998.4,Cash
PAY-195577,INV-219679,2024-04-18,1033984.0,Cheque
PAY-979278,INV-967832,2020-10-21,632635.0,UPI
PAY-797611,INV-346673,2019-06-27,914873.65,UPI
PAY-560282,INV-829468,2023-07-19,1585987.4,Credit Card
PAY-857162,INV-946539,2019-11-05,419464.03,Cheque
PAY-700710,INV-946539,2019-11-06,1771988.21,Bank Transfer
PAY-511015,INV-946539,2019-10-19,408241.16,UPI
PAY-165693,INV-261505,2025-01-24,115393.34,Bank Transfer
PAY-260286,INV-980438,2023-12-26,2013.31,Cheque
PAY-559167,INV-980438,2023-12-30,698.0,Cheque
PAY-364255,INV-980438,2024-01-04,4132.69,Cheque
PAY-292344,INV-593415,2020-02-04,1593074.6,Bank Transfer
PAY-559017,INV-504394,2020-01-11,1410784.0,Bank Transfer
PAY-917482,INV-279413,2023-03-25,764519.6,UPI
PAY-790050,INV-242574,2024-12-20,1083260.8,Cheque
PAY-403529,INV-392185,2021-03-23,585322.6,Cash
PAY-460871,INV-220475,2021-12-15,294305.77,UPI
PAY-551251,INV-220475,2022-01-19,346427.36,Credit Card
PAY-757666,INV-220475,2022-01-21,383981.87,Cheque
PAY-651420,INV-241163,2021-10-07,449156.54,UPI
PAY-548242,INV-873778,2021-03-11,106117.43,Credit Card
PAY-698308,INV-764446,2021-11-04,1485658.6,Bank Transfer
PAY-653466,INV-259720,2024-07-08,82517.4,Bank Transfer
PAY-788470,INV-281768,2020-07-11,1668443.0,Cheque
PAY-649636,INV-691289,2023-06-17,1227520.0,Bank Transfer
PAY-398653,INV-679832,2024-05-22,625161.46,Bank Transfer
PAY-795928,INV-756724,2020-08-15,603366.0,Cash
PAY-691180,INV-118569,2020-01-21,1367127.0,Cheque
PAY-450272,INV-926167,2020-06-25,500195.0,Cash
PAY-408582,INV-937023,2019-02-17,749053.53,UPI
PAY-349468,INV-937023,2019-04-04,873715.47,Cheque
PAY-846771,INV-258211,2020-12-05,2199613.38,Cheque
PAY-913972,INV-998919,2020-08-30,3157333.6,Bank Transfer
PAY-660137,INV-213460,2022-05-11,1446402.2,Bank Transfer
PAY-252547,INV-645120,2023-01-24,2361065.4,UPI
PAY-122978,INV-393263,2022-10-04,977103.0,Cash
PAY-177467,INV-249598,2019-09-04,32509.0,Bank Transfer
PAY-871461,INV-158437,2022-08-26,986556.8,Credit Card
PAY-594085,INV-472053,2024-03-08,1480023.0,Cheque
PAY-474356,INV-908034,2022-07-27,1424683.79,Cash
PAY-434835,INV-908034,2022-09-17,1578108.61,Cheque
PAY-523208,INV-372915,2020-03-05,834117.73,Cash
PAY-532159,INV-429604,2024-10-15,2504910.0,Credit Card
PAY-847403,INV-318880,2022-11-25,506657.21,Cheque
PAY-772270,INV-437124,2022-11-06,1652224.6,Bank Transfer
PAY-687773,INV-723014,2019-06-26,198912.0,Credit Card
PAY-348387,INV-296740,2024-08-27,721399.0,Bank Transfer
PAY-527390,INV-141396,2024-02-19,1445329.6,UPI
PAY-842889,INV-522675,2023-08-04,2764413.0,Cash
PAY-931288,INV-274968,2020-02-29,3085569.0,Credit Card
PAY-460962,INV-238455,2021-08-30,376384.0,Cash
PAY-897122,INV-944050,2021-08-20,634943.61,UPI
PAY-829263,INV-944050,2021-09-14,521805.09,Credit Card
PAY-898208,INV-944050,2021-09-23,589848.1,Bank Transfer
PAY-771905,INV-527073,2022-11-01,94814.0,UPI
PAY-478018,INV-826951,2020-03-26,146296.0,Credit Card
PAY-326666,INV-800081,2023-03-27,4069941.6,Cash
PAY-281106,INV-332917,2019-10-02,32509.0,Cash
PAY-817135,INV-540905,2022-04-08,492504.0,UPI
PAY-305894,INV-815786,2022-10-26,402534.82,UPI
PAY-179765,INV-566046,2023-05-15,1374427.0,Cheque
PAY-330491,INV-587047,2023-06-19,1097519.93,Cash
PAY-741872,INV-381435,2023-01-19,153848.0,Bank Transfer
PAY-910953,INV-259360,2020-06-18,5200624.4,Bank Transfer
PAY-493844,INV-100083,2020-05-12,860127.0,UPI
PAY-569970,INV-836583,2019-05-19,509623.6,Credit Card
PAY-367659,INV-379505,2021-07-08,1750743.3,Cheque
PAY-896780,INV-542528,2023-05-05,797538.24,Credit Card
PAY-632530,INV-542528,2023-05-05,948599.69,UPI
PAY-180218,INV-542528,2023-04-04,416696.47,Credit Card
PAY-558406,INV-534276,2023-11-18,1473467.56,UPI
PAY-877121,INV-138358,2019-11-28,19576.2,UPI
PAY-932093,INV-673390,2022-10-19,744464.2,Cash
PAY-430349,INV-706153,2021-09-24,192621.7,Cash
PAY-144132,INV-706153,2021-08-14,164964.1,Bank Transfer
PAY-142355,INV-163545,2023-11-01,947599.97,Cash
PAY-281353,INV-538716,2022-08-19,2575180.2,Credit Card
PAY-699552,INV-727345,2020-01-12,1480176.0,Cash
PAY-245370,INV-635576,2022-11-04,711816.6,Credit Card
PAY-181645,INV-505443,2019-12-16,23895.0,Cash
PAY-573436,INV-933912,2022-12-04,159007.23,UPI
PAY-911629,INV-933912,2022-12-11,873207.11,Credit Card
PAY-888119,INV-933912,2022-11-15,79849.65,Credit Card
PAY-700043,INV-402890,2022-08-18,1533468.0,Cheque
PAY-778901,INV-604122,2021-09-18,3028801.6,Cash
PAY-670966,INV-478049,2023-01-20,782505.28,Bank Transfer
PAY-994181,INV-740143,2022-02-05,7078546.8,Credit Card
PAY-482459,INV-253609,2020-08-23,3072367.0,Bank Transfer
PAY-708488,INV-843764,2019-03-16,3618116.2,UPI
PAY-929066,INV-558745,2025-02-28,3947850.8,Cheque
PAY-817439,INV-911569,2022-11-18,2022898.38,Cash
PAY-944824,INV-254677,2021-06-16,1095690.6,Credit Card
PAY-597711,INV-547901,2020-12-14,51740.35,Cash
PAY-693717,INV-547901,2020-12-28,118710.7,Bank Transfer
PAY-825371,INV-547901,2020-12-28,10817.74,UPI
PAY-111934,INV-471139,2022-12-25,2876248.8,Cheque
PAY-558540,INV-454577,2022-12-05,1301920.8,Bank Transfer
PAY-911644,INV-229334,2024-11-05,487887.5,UPI
PAY-998876,INV-748501,2020-02-28,200100.0,Bank Transfer
PAY-700400,INV-264607,2020-03-13,3367475.2,Cheque
PAY-645131,INV-778152,2020-03-15,6159.6,Credit Card
PAY-792722,INV-847564,2023-07-05,309680.35,Cash
PAY-397381,INV-618970,2022-04-05,1357.0,Credit Card
PAY-283516,INV-927518,2019-03-15,1656037.2,Credit Card
PAY-546200,INV-952854,2022-02-09,2788484.6,Credit Card
PAY-655079,INV-199907,2022-03-30,2093327.99,Credit Card
PAY-677139,INV-199907,2022-02-20,210505.81,UPI
PAY-697846,INV-404802,2021-05-31,69032.8,Cheque
PAY-620011,INV-467567,2020-12-25,4000836.0,Bank Transfer
PAY-869162,INV-538064,2020-04-24,2417001.69,Credit Card
PAY-284069,INV-693500,2019-06-13,1596943.4,Cash
PAY-182131,INV-897307,2019-07-03,1097.4,Bank Transfer
PAY-168000,INV-525954,2020-12-09,273616.65,UPI
PAY-456052,INV-664084,2022-03-15,1396421.4,Cash
PAY-995729,INV-939397,2024-01-31,464042.66,Bank Transfer
PAY-499537,INV-894336,2022-12-16,255538.0,Cheque
PAY-100480,INV-423327,2024-07-30,2154121.0,UPI
PAY-873325,INV-497203,2020-08-18,858026.6,Cheque
PAY-923897,INV-870089,2023-01-18,943422.0,Credit Card
PAY-695359,INV-957046,2023-06-06,848256.0,UPI
PAY-697449,INV-456715,2022-08-15,482625.01,Bank Transfer
PAY-671869,INV-456715,2022-08-12,366142.99,Credit Card
PAY-420482,INV-384985,2020-01-08,269795.2,Credit Card
PAY-327791,INV-382533,2024-10-17,70153.68,UPI
PAY-315874,INV-433815,2022-03-31,27174.65,Cheque
PAY-566609,INV-148338,2021-06-07,465899.15,Cheque
PAY-905497,INV-148338,2021-07-27,534910.85,UPI
PAY-483621,INV-130096,2023-06-29,709839.1,Cash
PAY-734592,INV-107503,2022-10-28,1712293.4,Cash
PAY-838366,INV-200726,2020-10-11,132176.4,Credit Card
PAY-388551,INV-852402,2022-12-19,1239936.94,Bank Transfer
PAY-480780,INV-336075,2021-06-20,98932.0,Cheque
PAY-506900,INV-968565,2022-06-14,49567.71,Cash
PAY-927896,INV-533920,2019-10-26,904504.2,Credit Card
PAY-732526,INV-614293,2020-10-23,24024.8,Cheque
PAY-349686,INV-704162,2024-12-28,1185325.4,Credit Card
PAY-503311,INV-396584,2024-04-01,5298650.0,Credit Card
PAY-101550,INV-720523,2020-10-30,1114974.0,Cheque
PAY-498671,INV-536335,2021-07-21,355063.0,Credit Card
PAY-753946,INV-445093,2019-05-19,2466335.45,Cash
PAY-530992,INV-445093,2019-05-30,587585.16,Cash
PAY-622746,INV-445093,2019-06-24,151348.59,Cheque
PAY-273820,INV-528298,2022-01-11,926361.54,Cash
PAY-615316,INV-677713,2021-11-11,2083646.2,UPI
PAY-692960,INV-534085,2024-02-20,418470.43,Bank Transfer
PAY-299527,INV-534085,2024-02-01,706953.57,UPI
PAY-256343,INV-550423,2020-11-16,789331.79,Credit Card
PAY-774463,INV-515711,2019-03-26,2300572.43,Credit Card
PAY-849065,INV-364848,2020-11-14,34510.08,Cash
PAY-769327,INV-364848,2020-10-30,62230.36,UPI
PAY-591791,INV-364848,2020-12-20,221211.56,Bank Transfer
PAY-802547,INV-205808,2019-03-13,311424.0,Credit Card
PAY-386953,INV-204469,2019-06-25,2148356.6,Cash
PAY-592921,INV-668481,2022-10-12,1141410.35,Cheque
PAY-550417,INV-515667,2020-09-29,743312.0,Cash
PAY-602711,INV-219015,2021-05-07,6159.6,Bank Transfer
PAY-804930,INV-632405,2024-04-09,69744.84,UPI
PAY-563029,INV-370942,2024-07-13,482129.52,Cash
PAY-150007,INV-370942,2024-07-17,5826.68,UPI
PAY-853080,INV-879454,2023-09-01,31465.53,Credit Card
PAY-761359,INV-879454,2023-10-21,1873208.47,Cheque
PAY-308192,INV-109009,2019-02-09,311296.0,Cheque
PAY-798193,INV-535085,2020-05-19,1245068.8,Cheque
PAY-350139,INV-417302,2020-09-06,222494.84,Credit Card
PAY-547045,INV-194151,2023-09-02,1038711.39,Credit Card
PAY-711618,INV-402335,2022-07-20,645666.0,Bank Transfer
PAY-666384,INV-343295,2024-11-22,185012.6,Credit Card
PAY-773300,INV-343295,2024-12-01,216940.4,Cheque
PAY-661706,INV-160244,2023-03-18,1405864.4,Credit Card
PAY-360877,INV-952191,2022-09-14,311635.7,Bank Transfer
PAY-807007,INV-952191,2022-10-08,35337.62,UPI
PAY-746324,INV-952191,2022-09-20,79394.68,Cheque
PAY-167945,INV-219823,2023-08-11,2757055.0,Cash
PAY-306504,INV-458191,2020-08-13,4845954.4,Bank Transfer
PAY-112371,INV-341349,2024-10-28,2992.67,Cash
PAY-184459,INV-341349,2024-11-04,2600.53,Cheque
PAY-336184,INV-206042,2022-11-21,423588.8,UPI
PAY-712339,INV-492961,2019-04-20,3249214.0,Cheque
PAY-474552,INV-235355,2023-07-28,390887.95,Cheque
PAY-364883,INV-341162,2022-04-09,1926631.0,Cheque
PAY-292278,INV-603462,2019-04-13,609280.0,Bank Transfer
PAY-245936,INV-461205,2023-01-18,138731.0,Bank Transfer
PAY-383630,INV-609422,2021-10-04,4926814.4,Cash
PAY-892278,INV-228569,2023-02-17,2367988.6,Cheque
PAY-431749,INV-838876,2022-01-01,1954630.0,Cash
PAY-186231,INV-916891,2024-02-29,1056588.8,Credit Card
PAY-164112,INV-659932,2024-03-27,149184.0,UPI
PAY-962025,INV-957990,2019-12-22,702010.0,Bank Transfer
PAY-915152,INV-923224,2023-05-18,708507.0,Cash
PAY-419718,INV-842071,2019-11-02,1243736.47,Bank Transfer
PAY-247021,INV-697271,2021-02-17,1336774.2,UPI
PAY-665352,INV-172013,2021-04-13,1131353.6,Cash
PAY-311639,INV-791068,2020-10-16,592320.0,Bank Transfer
PAY-338450,INV-967278,2020-12-15,478355.03,Cheque
PAY-732682,INV-967278,2020-11-24,248724.97,Credit Card
PAY-976271,INV-909015,2019-09-25,6152669.6,Cheque
PAY-888772,INV-950568,2020-09-16,267641.65,Cheque
PAY-921348,INV-950568,2020-09-15,97411.7,Bank Transfer
PAY-104444,INV-950568,2020-09-23,268496.65,Bank Transfer
PAY-565931,INV-558903,2019-12-16,976641.6,Cash
PAY-110732,INV-456382,2024-07-01,1053941.2,UPI
PAY-525694,INV-529035,2022-08-25,206720.51,Cash
PAY-746739,INV-743838,2024-10-05,459264.0,Bank Transfer
PAY-814779,INV-552186,2023-10-05,3798548.8,Credit Card
PAY-302377,INV-395835,2019-09-03,750767.03,Cash
PAY-545126,INV-411812,2022-03-03,265905.2,Credit Card
PAY-466376,INV-655578,2019-07-21,3050187.6,Bank Transfer
PAY-900999,INV-283922,2019-04-04,368999.0,UPI
PAY-659158,INV-196662,2024-06-10,521430.44,Cheque
PAY-948010,INV-196662,2024-07-26,179142.56,Cash
PAY-780735,INV-654890,2024-12-08,123197.17,UPI
PAY-821606,INV-165860,2020-10-07,181240.9,UPI
PAY-898038,INV-165860,2020-11-01,87617.1,UPI
PAY-335925,INV-795734,2019-11-15,986007.8,UPI
PAY-492299,INV-792013,2019-07-19,3066035.0,Cash
PAY-256059,INV-402031,2019-03-18,1633642.0,UPI
PAY-372552,INV-447662,2022-10-31,729106.69,Cheque
PAY-444092,INV-447662,2022-11-27,383704.29,UPI
PAY-256555,INV-447662,2022-11-22,1019861.22,Bank Transfer
PAY-961442,INV-944200,2024-08-29,1070359.0,UPI
PAY-519931,INV-720933,2019-08-15,986879.29,Cheque
PAY-761986,INV-706565,2020-10-26,731808.26,Bank Transfer
PAY-339743,INV-717385,2023-11-24,1641875.82,Credit Card
PAY-212411,INV-717385,2023-12-09,1546909.18,Credit Card
PAY-460818,INV-224979,2019-04-12,376488.0,Bank Transfer
PAY-874693,INV-783292,2020-10-04,820541.77,Cheque
PAY-479365,INV-783292,2020-08-19,50715.83,Credit Card
PAY-495741,INV-207621,2021-04-14,2594783.2,Credit Card
PAY-621629,INV-820541,2024-09-26,68788.0,UPI
PAY-676603,INV-527081,2023-05-08,1614466.66,Credit Card
PAY-878667,INV-605575,2022-02-28,52675.2,Cash
PAY-722870,INV-841924,2024-04-01,1858767.4,UPI
PAY-264346,INV-932162,2023-10-08,873622.2,UPI
PAY-180619,INV-467237,2025-01-22,3929060.0,UPI
PAY-604186,INV-109888,2019-06-21,1986182.4,Cash
PAY-302410,INV-374000,2021-04-23,432915.6,UPI
PAY-755511,INV-465004,2019-09-17,1431416.4,Cash
PAY-870556,INV-334614,2020-11-05,2058286.84,UPI
PAY-284586,INV-172890,2021-10-12,1763592.2,UPI
PAY-789103,INV-289479,2023-10-08,561730.4,UPI
PAY-303524,INV-771761,2024-05-23,641267.33,Credit Card
PAY-947853,INV-907301,2024-08-12,543.06,Credit Card
PAY-752136,INV-576198,2024-06-30,21632.0,Bank Transfer
PAY-354920,INV-393702,2021-02-19,1947630.96,Cash
PAY-730403,INV-393702,2021-04-01,269575.04,Cheque
PAY-346317,INV-863585,2024-11-03,7186.2,Cash
PAY-574280,INV-916463,2022-06-28,2972777.4,Cheque
PAY-114445,INV-991229,2020-12-03,2312500.79,Credit Card
PAY-993351,INV-988192,2022-02-14,469760.2,Credit Card
PAY-223174,INV-881009,2019-03-19,305152.0,Bank Transfer
PAY-561903,INV-835829,2019-04-05,2737.6,Credit Card
PAY-122045,INV-823613,2021-04-14,911128.82,Bank Transfer
PAY-191150,INV-823613,2021-03-30,1183711.18,UPI
PAY-822950,INV-439569,2019-12-06,1010331.8,Cash
PAY-997361,INV-323637,2019-07-17,2327488.8,Credit Card
PAY-686838,INV-340237,2021-04-06,28032.0,Cheque
PAY-861548,INV-615511,2019-03-25,1550884.0,Bank Transfer
PAY-973338,INV-347854,2021-07-19,242750.39,UPI
PAY-447296,INV-121911,2020-11-19,1999854.3,Cheque
PAY-839814,INV-505659,2020-02-22,1101861.61,UPI
PAY-552515,INV-319627,2022-09-11,1502667.4,Cheque
PAY-583425,INV-349452,2019-08-09,2979977.0,Cheque
PAY-811699,INV-863985,2020-07-05,47689.6,Cash
PAY-512428,INV-363517,2021-10-10,414544.8,Cheque
PAY-417571,INV-740662,2021-08-22,2021047.6,Cash
PAY-852427,INV-854862,2024-06-02,2561603.0,Cheque
PAY-208286,INV-226927,2020-12-30,8096.06,Credit Card
PAY-621121,INV-892063,2021-05-14,470938.59,Credit Card
PAY-245784,INV-680347,2023-01-05,2859630.8,Bank Transfer
PAY-698572,INV-953565,2022-01-04,621723.8,Bank Transfer
PAY-734680,INV-239262,2023-08-10,476544.0,Bank Transfer
PAY-930697,INV-408405,2019-06-20,967936.0,Cheque
PAY-650798,INV-750407,2019-11-27,643888.85,Cash
PAY-873569,INV-973279,2022-03-19,741205.95,UPI
PAY-174086,INV-905673,2019-04-06,374984.89,Credit Card
PAY-635134,INV-884033,2020-11-25,2346086.2,Cheque
PAY-883526,INV-553300,2024-05-22,964820.23,UPI
PAY-284320,INV-290279,2022-04-29,381575.36,Cheque
PAY-113840,INV-290279,2022-05-01,1894600.24,Credit Card
PAY-790843,INV-778913,2023-10-03,315703.2,Cash
PAY-975370,INV-922760,2023-07-04,52450.89,UPI
PAY-198715,INV-922760,2023-07-07,46055.71,Cheque
PAY-356945,INV-598436,2023-07-10,355645.86,Cash
PAY-186104,INV-598436,2023-07-21,166978.14,Cheque
PAY-911851,INV-113746,2020-04-11,743654.38,Cheque
PAY-131895,INV-902486,2023-08-26,743604.76,Credit Card
PAY-316436,INV-902486,2023-07-18,710043.84,Bank Transfer
PAY-890611,INV-902486,2023-08-09,606344.4,Bank Transfer
PAY-202645,INV-970378,2024-11-07,2436984.0,UPI
PAY-558532,INV-562547,2019-05-05,262141.62,UPI
PAY-326148,INV-562547,2019-04-29,2332738.38,Bank Transfer
PAY-865152,INV-421406,2023-03-12,175717.74,Cheque
PAY-202245,INV-892923,2022-06-02,1557313.0,Cash
PAY-269086,INV-828116,2021-02-19,760237.6,Cash
PAY-339011,INV-103578,2024-10-23,859819.0,Credit Card
PAY-394825,INV-316617,2019-04-01,899682.48,Bank Transfer
PAY-611115,INV-316617,2019-03-21,577070.52,Cash
PAY-324756,INV-963644,2023-12-01,2060288.4,Cheque
PAY-554555,INV-417971,2021-07-02,1161552.0,Cash
PAY-609736,INV-239840,2019-12-24,17110.0,UPI
PAY-592726,INV-896758,2019-04-17,6205.54,Credit Card
PAY-127662,INV-572092,2022-02-27,361457.41,Bank Transfer
PAY-232634,INV-704101,2023-10-18,612490.75,Cheque
PAY-734082,INV-704101,2023-09-20,6502.12,Credit Card
PAY-501056,INV-704101,2023-08-25,23055.13,Cash
PAY-309160,INV-162630,2019-04-28,1715657.72,Credit Card
PAY-288179,INV-162630,2019-04-03,642270.67,Cheque
PAY-956636,INV-162630,2019-03-31,1409003.61,Bank Transfer
PAY-957624,INV-759453,2021-06-29,612537.0,UPI
PAY-362443,INV-233196,2020-11-04,5275180.0,Credit Card
PAY-594417,INV-934952,2020-06-28,713.73,Cheque
PAY-398322,INV-689073,2024-08-11,1313453.57,Bank Transfer
PAY-162845,INV-689073,2024-06-24,1796864.23,Bank Transfer
PAY-418069,INV-566241,2020-06-19,700720.0,Cheque
PAY-891265,INV-271596,2021-12-09,618236.8,UPI
PAY-117747,INV-952762,2023-08-18,1175936.89,Credit Card
PAY-637111,INV-817216,2020-06-15,416082.88,Cheque
PAY-331649,INV-817216,2020-05-08,40566.12,UPI
PAY-508333,INV-713401,2021-09-30,567724.37,Cheque
PAY-682480,INV-351030,2020-07-20,1255964.19,Bank Transfer
PAY-869722,INV-708830,2024-07-14,219520.0,Cheque
PAY-892876,INV-329960,2021-09-24,1232811.72,Bank Transfer
PAY-403136,INV-329960,2021-08-08,2021288.88,Credit Card
PAY-246109,INV-996373,2024-02-18,2538048.0,UPI
PAY-309656,INV-169363,2020-02-27,154587.0,Cheque
PAY-131526,INV-616972,2024-04-13,1022979.2,Bank Transfer
PAY-414763,INV-739696,2024-02-21,4184053.4,Credit Card
PAY-558219,INV-843543,2022-03-28,1954726.2,UPI
PAY-385740,INV-309225,2019-12-16,4512128.0,Bank Transfer
PAY-305443,INV-751442,2024-07-16,1978148.8,Credit Card
PAY-157308,INV-610518,2024-08-18,237518.0,Cash
PAY-862374,INV-163969,2019-07-13,1032987.0,UPI
PAY-936840,INV-864061,2023-01-30,297504.02,Cheque
PAY-721494,INV-772366,2024-02-10,1760213.8,Bank Transfer
PAY-709474,INV-146247,2019-09-20,653843.0,Cheque
PAY-141902,INV-363300,2020-07-08,231424.0,UPI
PAY-451681,INV-901083,2025-01-27,69915.0,Cheque
PAY-468047,INV-610039,2024-12-01,563137.0,Cheque
PAY-221432,INV-453625,2019-09-30,25639.76,UPI
PAY-402701,INV-137996,2023-09-23,16588.28,Credit Card
PAY-224079,INV-824089,2023-10-13,744146.72,UPI
PAY-676669,INV-824089,2023-10-09,792799.28,Credit Card
PAY-320760,INV-983257,2024-09-19,1447589.0,UPI
PAY-122735,INV-678540,2021-11-16,3765.52,Credit Card
PAY-597944,INV-664258,2020-02-11,530951.4,Bank Transfer
PAY-387794,INV-402270,2023-07-05,3302097.6,Credit Card
PAY-256213,INV-852607,2020-01-27,1026793.6,Cheque
PAY-534996,INV-928110,2019-10-27,2213364.6,UPI
PAY-740034,INV-216022,2023-01-01,2430637.8,Cheque
PAY-346454,INV-300222,2020-06-13,73741.05,Bank Transfer
PAY-616414,INV-300222,2020-07-18,807788.55,Cheque
PAY-608017,INV-230173,2022-09-26,504779.78,UPI
PAY-974174,INV-230173,2022-09-02,469571.22,Credit Card
PAY-855644,INV-300237,2022-10-10,58338.3,UPI
PAY-481402,INV-300237,2022-10-18,25665.9,Bank Transfer
PAY-900600,INV-662648,2020-10-01,1222995.0,Credit Card
PAY-673171,INV-179817,2024-03-15,2326865.12,Cash
PAY-386991,INV-276304,2024-11-04,1848572.66,UPI
PAY-179459,INV-664439,2022-03-18,230395.0,Bank Transfer
