so_id,order_quantity,order_line_count,order_sales_value,unique_products,order_value_category
SO-843877,51,4,2051626.0,4,Very High
SO-843951,81,6,2937826.4,6,Very High
SO-843980,110,9,1764978.6,9,Very High
SO-844040,48,4,1280966.0,4,Very High
SO-844061,82,6,648751.0,5,Very High
SO-844099,102,9,1438325.0,8,Very High
SO-844153,77,6,1620409.0,6,Very High
SO-844172,59,6,913489.0,6,Very High
SO-844178,93,8,2118186.8,8,Very High
SO-844196,98,8,1573022.2,5,Very High
SO-844219,89,12,3045633.1999999997,10,Very High
SO-844351,57,4,926812.0,4,Very High
SO-844373,60,5,2598208.0,5,Very High
SO-844406,16,2,305152.0,1,Very High
SO-844430,11,1,6749.6,1,Medium
SO-844523,69,11,4073520.6,10,Very High
SO-844575,97,10,2256079.0,10,Very High
SO-844752,18,1,30798.0,1,High
SO-844889,121,11,3688843.8,10,Very High
SO-844949,18,3,515686.0,3,Very High
SO-845026,8,2,135104.0,2,Very High
SO-845111,16,1,210944.0,1,Very High
SO-845165,94,8,2534079.2,7,Very High
SO-845251,150,12,4628525.0,8,Very High
SO-845312,110,11,2300931.0,9,Very High
SO-845337,90,7,4188760.0,6,Very High
SO-845354,94,9,1610634.2,8,Very High
SO-845466,73,7,3279962.0,6,Very High
SO-845549,5,1,176640.0,1,Very High
SO-845722,84,10,1703459.6,9,Very High
SO-845734,23,2,24437.8,2,High
SO-845735,34,4,1244819.4,4,Very High
SO-845761,83,7,3629659.2,6,Very High
SO-845838,72,8,615582.0,8,Very High
SO-845887,109,10,5502077.4,8,Very High
SO-845941,50,5,2247098.0,5,Very High
SO-846047,20,1,53100.0,1,Very High
SO-846054,110,9,2636372.0,7,Very High
SO-846069,128,11,2760308.0,8,Very High
SO-846081,58,6,2480295.0,4,Very High
SO-846165,94,11,3715877.2,10,Very High
SO-846251,141,11,5350889.2,8,Very High
SO-846382,23,2,550208.0,2,Very High
SO-846441,163,12,3261054.4,9,Very High
SO-846453,114,9,349205.0,7,Very High
SO-846520,67,8,1184873.0,8,Very High
SO-846636,138,12,1858103.2,10,Very High
SO-846691,119,12,1270904.0,9,Very High
SO-846697,30,3,181935.0,3,Very High
SO-846712,153,12,881218.0,11,Very High
SO-846779,122,12,1576024.2,10,Very High
SO-846849,8,1,407552.0,1,Very High
SO-846916,107,10,2575336.8,7,Very High
SO-847010,105,11,3081409.2,11,Very High
SO-847017,119,11,3184906.0,9,Very High
SO-847123,65,7,2964341.0,5,Very High
SO-847127,84,9,704391.0,8,Very High
SO-847149,26,3,1077010.8,3,Very High
SO-847197,19,2,194136.0,2,Very High
SO-847214,14,2,120373.0,2,Very High
SO-847245,138,12,2365249.6,10,Very High
SO-847269,75,6,1499254.0,6,Very High
SO-847295,132,12,870656.6,10,Very High
SO-847343,74,7,2521080.0,6,Very High
SO-847387,111,10,1498062.2,9,Very High
SO-847391,15,1,215040.0,1,Very High
SO-847413,69,4,1752576.0,4,Very High
SO-847460,107,9,6226216.8,9,Very High
SO-847556,18,2,1179975.2,2,Very High
SO-847620,124,11,2274757.0,11,Very High
SO-847768,137,12,2039676.4,10,Very High
SO-847813,34,4,945857.2,4,Very High
SO-847869,43,4,673072.0,4,Very High
SO-847880,50,4,539385.6,4,Very High
SO-847908,19,1,967936.0,1,Very High
SO-847940,72,7,713063.0,7,Very High
SO-848001,36,3,641718.0,3,Very High
SO-848029,88,9,330807.0,8,Very High
SO-848118,94,10,893060.0,8,Very High
SO-848119,135,12,1524070.5999999999,10,Very High
SO-848246,82,7,577456.0,5,Very High
SO-848309,99,11,2926765.6,11,Very High
SO-848334,63,6,1251806.2,6,Very High
SO-848395,72,10,932659.6,8,Very High
SO-848493,94,11,3804724.4,8,Very High
SO-848645,57,4,3671596.0,4,Very High
SO-848674,123,11,5298650.0,8,Very High
SO-848697,23,3,181673.4,3,Very High
SO-848743,61,9,2230048.8,8,Very High
SO-848745,75,8,1299914.2,8,Very High
SO-848775,22,2,192517.0,2,Very High
SO-848783,61,6,1090550.0,5,Very High
SO-848942,97,10,954245.0,9,Very High
SO-848959,89,8,2462535.4,6,Very High
SO-848963,59,5,2722713.6,5,Very High
SO-848964,95,8,3413153.6,7,Very High
SO-848972,89,9,1189714.4,8,Very High
SO-849074,13,1,580736.0,1,Very High
SO-849190,101,9,3788394.0,7,Very High
SO-849258,96,7,2030784.2,7,Very High
SO-849272,74,7,2866394.0,7,Very High
SO-849278,36,4,1012493.0,4,Very High
SO-849311,14,1,302848.0,1,Very High
SO-849422,113,12,1921371.6,11,Very High
SO-849441,55,5,2102426.0,5,Very High
SO-849469,39,4,520147.0,4,Very High
SO-849512,20,1,706560.0,1,Very High
SO-849525,73,8,1236762.6,8,Very High
SO-849554,23,2,44545.0,2,High
SO-849616,47,5,2573651.2,4,Very High
SO-849662,64,6,928501.4,6,Very High
SO-849672,91,8,4857331.0,7,Very High
SO-849727,104,9,1891890.2,7,Very High
SO-849766,38,2,2162026.0,2,Very High
SO-849880,3,1,94080.0,1,Very High
SO-849916,116,10,3514512.0,9,Very High
SO-850144,151,11,4198196.8,10,Very High
SO-850352,4,1,141312.0,1,Very High
SO-850354,121,10,2755181.8,9,Very High
SO-850425,73,8,3212703.2,6,Very High
SO-850439,112,9,7932282.8,7,Very High
SO-850469,109,9,4246147.6,9,Very High
SO-850519,37,3,546841.6,3,Very High
SO-850625,61,7,4769888.4,5,Very High
SO-850681,83,10,149574.8,7,Very High
SO-850700,35,4,893997.6,4,Very High
SO-850760,95,8,1265283.8,8,Very High
SO-850806,54,4,1476753.0,4,Very High
SO-850833,136,10,3471614.8,9,Very High
SO-850839,64,7,2417187.2,6,Very High
SO-850840,28,2,62893.0,2,Very High
SO-850882,82,7,1411628.4,5,Very High
SO-851010,135,11,2450520.2,8,Very High
SO-851014,17,1,6218.6,1,Medium
SO-851041,34,3,94181.0,3,Very High
SO-851056,25,3,113334.0,3,Very High
SO-851061,56,7,715425.6,6,Very High
SO-851332,61,6,395335.2,6,Very High
SO-851405,47,4,436697.6,4,Very High
SO-851419,29,3,1991296.0,2,Very High
SO-851430,6,1,64896.0,1,Very High
SO-851464,22,2,60687.0,2,Very High
SO-851596,123,10,3147112.0,8,Very High
SO-851656,109,9,1575522.4,9,Very High
SO-851682,145,12,2028253.6,9,Very High
SO-851696,126,12,2343211.8,9,Very High
SO-851704,56,6,1452188.8,6,Very High
SO-851760,30,2,222838.4,2,Very High
SO-851773,87,9,1426905.2,8,Very High
SO-851803,18,1,343296.0,1,Very High
SO-851828,23,2,308352.0,2,Very High
SO-851885,89,10,990332.4,9,Very High
SO-851906,90,12,1949951.8,8,Very High
SO-851922,45,8,1861620.4,7,Very High
SO-851926,54,4,594508.0,4,Very High
SO-851957,114,12,2821772.0,10,Very High
SO-852033,14,1,5121.2,1,Medium
SO-852078,107,8,2153766.6,7,Very High
SO-852132,134,11,1130687.6,8,Very High
SO-852165,34,2,69030.0,2,Very High
SO-852239,64,6,2951711.2,6,Very High
SO-852416,82,7,1951435.6,7,Very High
SO-852520,136,12,2840766.8,11,Very High
SO-852616,153,12,4809288.0,10,Very High
SO-852669,61,6,1442764.0,5,Very High
SO-852756,43,4,3341340.0,4,Very High
SO-852793,84,7,2642069.6,6,Very High
SO-852812,30,3,741692.0,3,Very High
SO-852834,87,11,1897806.2,9,Very High
SO-852844,109,7,1565683.0,7,Very High
SO-852911,22,2,20154.4,2,High
SO-852939,7,1,748160.0,1,Very High
SO-852948,13,2,688384.0,2,Very High
SO-853095,87,6,2089519.0,6,Very High
SO-853167,89,7,820439.0,6,Very High
SO-853277,8,1,407552.0,1,Very High
SO-853292,37,4,590148.6,4,Very High
SO-853353,51,5,691504.0,5,Very High
SO-853430,85,7,4943838.0,7,Very High
SO-853482,146,11,2013989.0,10,Very High
SO-853566,117,11,1510635.2,11,Very High
SO-853717,72,6,547601.0,6,Very High
SO-853726,17,2,568526.0,2,Very High
SO-853820,112,12,1503929.0,10,Very High
SO-853842,65,7,3005562.2,7,Very High
SO-853900,82,7,227159.0,5,Very High
SO-853919,52,6,1310187.0,6,Very High
SO-853929,43,4,28449.8,4,High
SO-853940,89,9,2324786.6,7,Very High
SO-853966,92,8,3013621.0,7,Very High
SO-854016,67,6,1488791.4,6,Very High
SO-854023,59,6,1167843.8,6,Very High
SO-854086,94,9,2766484.6,8,Very High
SO-854140,72,6,3278382.6,6,Very High
SO-854159,53,5,1256483.0,5,Very High
SO-854193,58,5,492144.4,5,Very High
SO-854235,56,4,5163150.4,3,Very High
SO-854291,136,12,2584487.6,9,Very High
SO-854404,120,11,1750780.4,10,Very High
SO-854414,105,9,3895876.4,8,Very High
SO-854416,63,6,1273592.0,5,Very High
SO-854426,101,10,1258158.4,8,Very High
SO-854480,18,1,216648.0,1,Very High
SO-854612,57,6,888239.0,6,Very High
SO-854616,82,8,282539.0,8,Very High
SO-854684,105,9,2018244.2,8,Very High
SO-854734,69,5,1605608.0,4,Very High
SO-854813,75,6,3018816.0,6,Very High
SO-854933,88,10,3106403.0,8,Very High
SO-855000,39,4,1729922.6,4,Very High
SO-855176,43,4,235972.6,3,Very High
SO-855197,135,12,2777096.2,10,Very High
SO-855219,53,6,829559.0,4,Very High
SO-855234,15,1,8496.0,1,Medium
SO-855260,55,4,285362.4,4,Very High
SO-855262,25,3,1817116.0,3,Very High
SO-855286,110,9,4306515.0,6,Very High
SO-855325,37,5,1369044.4,5,Very High
SO-855347,61,4,1255836.0,4,Very High
SO-855407,59,5,3028704.0,5,Very High
SO-855427,119,12,1226611.0,10,Very High
SO-855443,75,6,1248511.2,6,Very High
SO-855582,97,10,906701.8,9,Very High
SO-855633,113,10,1493171.6,7,Very High
SO-855817,97,11,3023519.6,8,Very High
SO-855894,113,11,1878818.6,10,Very High
SO-855902,74,7,568098.2,6,Very High
SO-855906,63,5,2213568.0,4,Very High
SO-855985,46,4,58044.2,3,Very High
SO-855990,28,2,26278.6,2,High
SO-856026,77,12,1815558.6,10,Very High
SO-856035,49,5,1972160.0,5,Very High
SO-856041,58,6,2017342.0,5,Very High
SO-856230,78,6,1636730.0,4,Very High
SO-856318,104,9,2440781.0,9,Very High
SO-856329,135,11,3892902.4,8,Very High
SO-856401,114,10,3029352.6,8,Very High
SO-856585,5,1,15680.0,1,High
SO-856672,13,1,7976.8,1,Medium
SO-856675,13,3,239680.0,3,Very High
SO-856730,156,11,3157923.2,9,Very High
SO-856789,113,11,1682235.4,9,Very High
SO-856841,82,9,1696916.4,8,Very High
SO-856879,89,10,2675608.2,8,Very High
SO-856947,77,8,728512.2,7,Very High
SO-856969,35,3,3541605.6,3,Very High
SO-857086,57,6,1398649.2,6,Very High
SO-857095,2,1,6272.0,1,Medium
SO-857105,103,11,2845716.0,8,Very High
SO-857121,68,6,1824032.0,5,Very High
SO-857171,80,8,2034523.4,7,Very High
SO-857229,22,3,903428.0,3,Very High
SO-857302,122,12,4216824.0,10,Very High
SO-857351,77,10,1762948.2,9,Very High
SO-857370,29,2,339383.0,2,Very High
SO-857438,120,12,3971427.0,10,Very High
SO-857483,114,11,2208309.0,10,Very High
SO-857606,38,6,963877.2000000001,5,Very High
SO-857624,46,4,1221093.6,4,Very High
SO-857712,58,4,60085.6,4,Very High
SO-857830,36,4,801930.4,4,Very High
SO-857847,91,9,2126782.4,9,Very High
SO-857909,20,3,424791.8,3,Very High
SO-857939,30,3,251198.4,2,Very High
SO-857989,92,10,1421649.2,9,Very High
SO-858021,49,5,3324480.0,5,Very High
SO-858054,142,12,5200624.4,11,Very High
SO-858127,146,12,2188223.8,10,Very High
SO-858139,33,2,123313.0,2,Very High
SO-858156,108,10,5024999.0,8,Very High
SO-858158,80,8,1979996.8,7,Very High
SO-858168,18,1,11044.8,1,High
SO-858202,57,6,1387370.0,6,Very High
SO-858234,34,3,246144.6,3,Very High
SO-858267,148,11,2434717.6,9,Very High
SO-858336,115,12,3865020.2,10,Very High
SO-858423,75,7,2088767.2,7,Very High
SO-858435,25,4,1121536.0,4,Very High
SO-858480,96,7,5960518.4,4,Very High
SO-858498,86,9,1259537.0,9,Very High
SO-858500,67,8,484053.0,5,Very High
SO-858635,11,2,25946.0,2,High
SO-858666,87,8,1233097.6,7,Very High
SO-858727,92,8,1642877.0,8,Very High
SO-858755,114,7,1031919.4,7,Very High
SO-858804,45,6,1159582.4,5,Very High
SO-858837,9,1,23895.0,1,High
SO-858888,114,10,1982631.2,6,Very High
SO-858964,6,2,87755.2,2,Very High
SO-858993,151,11,2881458.6,10,Very High
SO-858999,40,3,2077333.0,3,Very High
SO-859019,85,7,456649.0,7,Very High
SO-859052,70,7,1190465.2,7,Very High
SO-859149,106,11,2182432.2,10,Very High
SO-859181,10,3,189312.0,3,Very High
SO-859192,32,2,282002.0,2,Very High
SO-859210,44,4,697456.6,4,Very High
SO-859310,16,2,9534.4,2,Medium
SO-859315,92,6,2297480.6,5,Very High
SO-859323,111,8,3740995.6,6,Very High
SO-859398,112,10,2215740.4,9,Very High
SO-859477,44,3,2735792.0,3,Very High
SO-859553,38,5,1486624.0,4,Very High
SO-859692,134,9,4324692.4,7,Very High
SO-859716,47,5,1241208.0,5,Very High
SO-859734,24,2,238220.8,2,Very High
SO-859781,44,4,232665.8,4,Very High
SO-859861,10,1,446720.0,1,Very High
SO-859872,75,9,2656399.0,9,Very High
SO-859936,14,1,8590.4,1,Medium
SO-860005,99,11,714517.0,9,Very High
SO-860070,22,4,653056.0,3,Very High
SO-860229,105,11,1543548.0,7,Very High
SO-860314,60,6,1661248.0,5,Very High
SO-860355,29,2,175822.0,2,Very High
SO-860388,112,10,1781580.6,10,Very High
SO-860505,66,6,1772295.4,6,Very High
SO-860545,74,10,4205295.6,8,Very High
SO-860608,18,1,6584.4,1,Medium
SO-860629,107,11,3368717.6,10,Very High
SO-860685,35,2,3716480.0,2,Very High
SO-860715,32,5,251979.0,5,Very High
SO-860739,24,6,768209.8,6,Very High
SO-860793,39,5,1716928.0,5,Very High
SO-860866,119,11,5745789.4,10,Very High
SO-860914,97,10,5238377.0,10,Very High
SO-860932,2,1,1227.2,1,Low
SO-860940,78,8,3688268.0,7,Very High
SO-860971,43,5,943925.0,5,Very High
SO-861069,69,7,1682246.4,7,Very High
SO-861231,42,3,473925.6,3,Very High
SO-861364,59,5,854682.0,5,Very High
SO-861521,6,1,913920.0,1,Very High
SO-861569,43,5,373034.2,5,Very High
SO-861723,103,12,2899982.0,10,Very High
SO-861753,53,5,614561.8,5,Very High
SO-861939,88,10,1111138.8,8,Very High
SO-862040,72,6,1605616.0,5,Very High
SO-862053,61,7,672023.6,7,Very High
SO-862104,17,1,183872.0,1,Very High
SO-862112,62,6,371854.8,6,Very High
SO-862299,12,2,20296.0,2,High
SO-862312,94,9,3410342.0,9,Very High
SO-862318,7,1,11977.0,1,High
SO-862390,13,1,11044.8,1,High
SO-862501,46,4,738920.0,3,Very High
SO-862635,18,2,876048.0,2,Very High
SO-862636,85,8,2416934.4,7,Very High
SO-862643,125,11,1631778.0,8,Very High
SO-862648,40,3,898664.4,3,Very High
SO-862658,54,4,983342.2000000001,4,Very High
SO-862666,131,10,3678634.4,10,Very High
SO-862668,66,6,486935.2,6,Very High
SO-862683,130,10,2041684.4,9,Very High
SO-862740,88,9,2949100.8000000003,7,Very High
SO-862764,39,5,267322.2,3,Very High
SO-862811,143,12,3139283.2,10,Very High
SO-862833,13,2,8684.8,2,Medium
SO-862846,49,4,1856690.0,3,Very High
SO-862951,150,12,2834435.2,10,Very High
SO-863050,24,2,18124.8,2,High
SO-863075,93,10,1889253.0,10,Very High
SO-863079,75,7,2208295.0,5,Very High
SO-863093,118,12,3031105.2,11,Very High
SO-863126,85,11,1070841.8,9,Very High
SO-863185,70,7,1623090.0,7,Very High
SO-863308,54,6,432740.8,6,Very High
SO-863335,80,7,805019.6,7,Very High
SO-863420,36,3,911424.0,3,Very High
SO-863458,6,1,305664.0,1,Very High
SO-863465,8,1,11800.0,1,High
SO-863547,95,7,2770652.0,6,Very High
SO-863679,17,1,79237.0,1,Very High
SO-863686,54,5,1374439.0,5,Very High
SO-863699,136,12,1052711.6,10,Very High
SO-863731,53,4,666006.0,4,Very High
SO-863852,133,12,5246167.2,11,Very High
SO-863889,45,5,847251.0,5,Very High
SO-863893,107,11,3908403.0,8,Very High
SO-863896,62,5,757658.4,4,Very High
SO-864009,47,7,1365440.6,6,Very High
SO-864016,111,9,1372053.0,9,Very High
SO-864118,109,11,5093943.0,10,Very High
SO-864222,112,11,2285877.8,11,Very High
SO-864302,20,1,1018880.0,1,Very High
SO-864328,70,7,1041282.8,6,Very High
SO-864374,27,4,640099.2,4,Very High
SO-864442,39,3,242695.80000000002,3,Very High
SO-864449,72,7,1406610.6,7,Very High
SO-864497,110,11,2419742.8,11,Very High
SO-864510,12,2,519680.0,2,Very High
SO-864520,10,1,143360.0,1,Very High
SO-864534,66,6,411985.4,5,Very High
SO-864565,55,6,1090448.8,5,Very High
SO-864581,24,2,167744.0,2,Very High
SO-864609,20,1,893440.0,1,Very High
SO-864628,57,8,492868.6,7,Very High
SO-864668,67,9,2953216.0,6,Very High
SO-864745,56,6,664209.2,5,Very High
SO-864755,96,12,3404128.2,11,Very High
SO-864770,127,10,1374183.0,8,Very High
SO-864795,61,6,2017874.4,6,Very High
SO-864820,143,11,2421779.0,11,Very High
SO-864871,93,11,1759709.6,9,Very High
SO-864882,59,5,665070.2,5,Very High
SO-864908,91,9,855052.8,8,Very High
SO-864931,2,1,43264.0,1,High
SO-864944,45,7,876116.4,7,Very High
SO-864998,86,8,1485939.4,8,Very High
SO-865096,25,2,115615.0,2,Very High
SO-865102,29,2,225344.0,2,Very High
SO-865122,106,11,1561684.2,9,Very High
SO-865174,144,12,4344667.6,12,Very High
SO-865403,72,8,498874.2,8,Very High
SO-865460,112,10,3083762.0,9,Very High
SO-865479,53,4,1551643.0,4,Very High
SO-865514,76,5,4335165.6,5,Very High
SO-865531,62,6,1056010.0,6,Very High
SO-865541,78,6,1977806.0,6,Very High
SO-865569,31,3,952192.0,2,Very High
SO-865571,71,7,1728710.0,7,Very High
SO-865575,114,10,3680289.8000000003,9,Very High
SO-865589,16,2,890624.0,2,Very High
SO-865677,115,11,2523031.5999999996,7,Very High
SO-865749,61,6,641458.2,6,Very High
SO-865774,94,6,2412607.4,5,Very High
SO-865793,9,1,961920.0,1,Very High
SO-865812,63,6,632636.6,6,Very High
SO-865856,155,12,4658168.8,9,Very High
SO-865860,42,6,1350863.0,6,Very High
SO-865991,16,2,1072906.4,2,Very High
SO-866002,119,10,2433430.8,9,Very High
SO-866026,44,3,1074122.6,3,Very High
SO-866046,63,6,696423.2,4,Very High
SO-866111,83,9,1173827.2,9,Very High
SO-866119,59,5,1040162.6,5,Very High
SO-866203,120,11,1320193.0,8,Very High
SO-866235,54,4,2193810.0,4,Very High
SO-866282,54,5,1516332.8,5,Very High
SO-866283,75,6,953836.8,5,Very High
SO-866284,4,1,48144.0,1,High
SO-866293,78,6,4025034.6,5,Very High
SO-866370,134,11,3851234.8,8,Very High
SO-866464,67,5,1941753.0,5,Very High
SO-866467,33,5,876208.0,5,Very High
SO-866511,138,12,4196388.0,8,Very High
SO-866530,45,4,1047387.0,4,Very High
SO-866594,103,10,1132905.2,9,Very High
SO-866672,52,5,675546.2,3,Very High
SO-866735,22,4,248425.6,4,Very High
SO-866788,49,8,371880.0,5,Very High
SO-866808,27,4,599489.2,4,Very High
SO-866821,121,11,4485069.0,9,Very High
SO-866916,37,2,356282.0,2,Very High
SO-866936,28,3,105613.0,3,Very High
SO-866975,117,12,2716019.0,8,Very High
SO-866998,17,1,224128.0,1,Very High
SO-867073,149,11,4774446.0,7,Very High
SO-867133,134,11,1946778.6,11,Very High
SO-867134,137,11,3547624.4,10,Very High
SO-867140,161,12,3982843.0,8,Very High
SO-867144,71,6,2141748.6,6,Very High
SO-867177,13,1,188032.0,1,Very High
SO-867260,11,2,88368.8,2,Very High
SO-867318,82,8,1607538.0,8,Very High
SO-867398,30,3,312455.0,3,Very High
SO-867407,119,10,2047387.8,8,Very High
SO-867448,80,9,334459.2,7,Very High
SO-867495,95,9,2236310.2,8,Very High
SO-867542,138,11,2267192.4,11,Very High
SO-867718,52,6,659395.8,5,Very High
SO-867720,49,5,340836.0,5,Very High
SO-867762,34,4,117368.0,4,Very High
SO-867763,84,10,2578252.0,9,Very High
SO-867778,74,7,493417.0,6,Very High
SO-867780,107,10,1261133.2,9,Very High
SO-867889,20,4,517852.8,4,Very High
SO-867895,94,8,440079.2,6,Very High
SO-867897,103,11,2227480.6,9,Very High
SO-867912,138,12,1986489.8,10,Very High
SO-868008,118,11,2399832.0,9,Very High
SO-868012,106,12,3498619.6,11,Very High
SO-868019,48,3,755769.6,3,Very High
SO-868049,81,6,1467791.6,5,Very High
SO-868064,44,3,1801856.0,2,Very High
SO-868110,95,11,945757.4,10,Very High
SO-868121,56,4,1394622.0,4,Very High
SO-868159,35,2,312590.0,2,Very High
SO-868248,97,7,1478196.6,6,Very High
SO-868301,60,5,981236.0,5,Very High
SO-868349,121,11,5062128.6,9,Very High
SO-868417,55,4,2273059.2,4,Very High
SO-868480,32,2,4874240.0,1,Very High
SO-868487,99,7,4924106.0,6,Very High
SO-868585,90,11,3049919.2,11,Very High
SO-868637,48,4,1814643.0,4,Very High
SO-868643,81,8,3548335.0,7,Very High
SO-868661,92,8,2696806.6,7,Very High
SO-868739,47,7,2332284.8,7,Very High
SO-868755,71,7,3818305.0,6,Very High
SO-868760,12,2,996096.0,2,Very High
SO-868899,37,3,929201.4,3,Very High
SO-868903,133,11,1814456.0,10,Very High
SO-868915,134,12,4110390.8,8,Very High
SO-868942,80,7,1084055.2,7,Very High
SO-869027,9,1,149184.0,1,Very High
SO-869057,98,12,2112369.8,10,Very High
SO-869109,82,7,1382632.0,5,Very High
SO-869122,90,11,3351020.0,9,Very High
SO-869196,90,6,706387.0,6,Very High
SO-869249,54,5,915516.8,5,Very High
SO-869251,104,10,1766521.4,10,Very High
SO-869289,85,8,1149656.8,7,Very High
SO-869304,68,6,1100031.2,6,Very High
SO-869311,83,5,2913005.2,5,Very High
SO-869324,147,12,4440369.0,10,Very High
SO-869361,43,5,477817.8,5,Very High
SO-869371,73,8,3655061.0,8,Very High
SO-869381,80,8,723027.6,7,Very High
SO-869521,31,2,2740352.0,2,Very High
SO-869609,57,6,1095690.6,6,Very High
SO-869645,36,3,627253.0,3,Very High
SO-869724,17,1,45135.0,1,High
SO-869754,70,6,896559.0,6,Very High
SO-869771,48,5,2292992.0,5,Very High
SO-869814,65,6,1468704.8,6,Very High
SO-869926,53,4,3161320.0,4,Very High
SO-869993,71,7,1807091.2,7,Very High
SO-870059,58,6,2053204.8,6,Very High
SO-870074,67,8,2556131.0,8,Very High
SO-870101,91,12,1057362.0,11,Very High
SO-870212,4,1,6844.0,1,Medium
SO-870259,141,12,4792865.0,12,Very High
SO-870285,24,2,206368.0,2,Very High
SO-870319,22,2,2077504.0,2,Very High
SO-870333,10,1,313600.0,1,Very High
SO-870386,109,11,2833880.8,10,Very High
SO-870407,113,11,1614091.6,8,Very High
SO-870413,87,10,1877597.0,8,Very High
SO-870484,108,10,2347048.8,8,Very High
SO-870500,48,3,1752192.0,3,Very High
SO-870585,103,12,1984452.2,9,Very High
SO-870677,43,5,1158613.2,5,Very High
SO-870753,96,7,1629846.0,6,Very High
SO-870768,30,4,2606848.0,3,Very High
SO-870790,76,7,1821733.4,5,Very High
SO-870813,30,4,1067668.8,4,Very High
SO-870846,81,6,2211901.0,6,Very High
SO-870894,119,9,2015640.2,9,Very High
SO-870914,99,8,1921406.4,7,Very High
SO-870990,47,6,969316.2,5,Very High
SO-871030,5,1,60180.0,1,Very High
SO-871055,24,2,622528.0,2,Very High
SO-871087,6,1,129792.0,1,Very High
SO-871102,84,9,3098816.0,8,Very High
SO-871247,64,6,657043.6,6,Very High
SO-871317,28,4,978309.0,4,Very High
SO-871341,100,10,1594464.0,10,Very High
SO-871415,101,9,751097.0,7,Very High
SO-871433,9,2,353536.0,2,Very High
SO-871435,65,6,2146190.0,6,Very High
SO-871466,93,9,1259844.0,7,Very High
SO-871488,33,2,1097618.0,2,Very High
SO-871498,63,6,1281338.0,6,Very High
SO-871564,13,1,120419.0,1,Very High
SO-871589,95,8,6511380.0,4,Very High
SO-871690,24,2,585216.0,2,Very High
SO-871696,118,9,3157287.2,9,Very High
SO-871791,142,12,2117570.6,11,Very High
SO-871792,53,5,1997632.0,3,Very High
SO-871828,131,12,5032600.0,9,Very High
SO-871903,29,2,805376.0,2,Very High
SO-871913,82,7,3355844.4,6,Very High
SO-871938,11,2,512576.0,2,Very High
SO-871995,100,10,3044949.2,9,Very High
SO-871996,55,8,1274914.2,8,Very High
SO-871999,33,2,907632.0,2,Very High
SO-872000,95,8,3123394.0,7,Very High
SO-872072,1,1,50944.0,1,Very High
SO-872074,51,7,937557.4,7,Very High
SO-872136,27,3,806460.0,3,Very High
SO-872154,128,12,3685474.0,11,Very High
SO-872215,106,9,2185670.0,9,Very High
SO-872226,63,7,1037800.8,6,Very High
SO-872281,72,10,1242287.6,10,Very High
SO-872323,46,6,499891.8,5,Very High
SO-872401,64,5,546144.2,4,Very High
SO-872406,77,6,852113.2,6,Very High
SO-872517,37,3,1374896.8,3,Very High
SO-872518,80,7,2085391.0,7,Very High
SO-872560,84,8,1854179.2,8,Very High
SO-872601,35,4,66882.4,3,Very High
SO-872605,127,12,1751015.0,10,Very High
SO-872645,7,1,312704.0,1,Very High
SO-872758,28,3,112194.6,3,Very High
SO-872815,1,1,1711.0,1,Low
SO-872831,17,5,315392.0,4,Very High
SO-872878,32,5,1187264.0,5,Very High
SO-872894,121,12,1467250.0,11,Very High
SO-872936,49,7,1271535.4,7,Very High
SO-872973,23,2,17275.2,2,High
SO-872983,43,4,1189576.0,4,Very High
SO-872987,67,5,1421748.0,5,Very High
SO-873112,102,9,1699634.2,7,Very High
SO-873185,96,12,1762578.4,9,Very High
SO-873247,43,6,989723.6,6,Very High
SO-873253,125,12,4238077.2,10,Very High
SO-873317,33,4,651328.0,3,Very High
SO-873336,92,9,3974448.4,8,Very High
SO-873638,78,9,1777229.6,9,Very High
SO-873667,87,9,1101300.8,6,Very High
SO-873701,64,10,3859782.0,10,Very High
SO-873739,30,2,145494.0,2,Very High
SO-873775,48,3,1347127.8,3,Very High
SO-873782,80,7,1023574.0,6,Very High
SO-873794,55,7,233604.4,6,Very High
SO-873795,95,9,5087964.6,8,Very High
SO-873802,33,3,941829.0,3,Very High
SO-873857,56,5,1389564.0,5,Very High
SO-873866,85,11,1751934.4,10,Very High
SO-873873,29,3,446712.0,3,Very High
SO-873877,18,2,24638.4,2,High
SO-873887,25,4,1357275.6,4,Very High
SO-873908,110,11,3455833.0,9,Very High
SO-873977,54,8,1396337.4,7,Very High
SO-874002,80,7,1039519.4,6,Very High
SO-874057,35,3,976786.0,3,Very High
SO-874098,85,9,1681395.0,8,Very High
SO-874134,98,10,3907984.2,7,Very High
SO-874167,137,12,3975600.2,10,Very High
SO-874214,19,3,41359.0,2,High
SO-874296,68,8,757424.6,7,Very High
SO-874377,41,5,357585.8,5,Very High
SO-874453,122,12,2436518.6,11,Very High
SO-874724,83,9,1484253.2,8,Very High
SO-874733,30,5,285670.6,5,Very High
SO-874762,107,11,2389311.0,10,Very High
SO-874763,144,12,2931314.8,9,Very High
SO-874829,96,11,2724781.4,10,Very High
SO-874845,124,11,3524262.8,8,Very High
SO-874884,108,9,2398236.8000000003,9,Very High
SO-874954,133,11,3405417.0,11,Very High
SO-874980,45,6,1377322.4,6,Very High
SO-874983,15,1,529920.0,1,Very High
SO-875008,103,11,1739055.0,9,Very High
SO-875032,110,9,1038206.4,9,Very High
